Category,Description,price_per_100g
FAST FOODS,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATTY; W/ CONDMNT & VEG",4.99
FAST FOODS,"FAST FOODS,HAMBURGER,LRG,TRIPLE PATTY,W/CONDMNT",1.27
FAST FOODS,"FAST FOODS,HAM&CHS SNDWCH",2.36
FAST FOODS,"FAST FOODS,HAM,EGG,&CHS SNDWCH",4.34
FAST FOODS,"FAST FOODS,HOTDOG,PLAIN",1.08
FAST FOODS,"FAST FOODS,HOTDOG,W/CHILI",2.64
FAST FOODS,"FAST FOODS,HOTDOG,W/CORN FLR COATING (CORNDOG)",1.92
FAST FOODS,"FAST FOODS,RST BF SNDWCH,PLN",1.22
SANDWICHES&BURGERS,"SANDWICHES&BURGERS,RST BF SNDWCH W/CHS",4.45
SANDWICHES&BURGERS,"SANDWICHES&BURGERS,STEAK SNDWCH",4.38
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/COLD CUTS",4.27
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/RST BF",3.04
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/TUNA SALAD",1.82
FAST FOODS,"FAST FOODS,COLESLAW",2.22
FAST FOODS,"FAST FOODS,CORN ON THE COB W/BUTTER",1.67
FAST FOODS,"FAST FOODS,HUSH PUPPIES",2.11
FAST FOODS,"FAST FOODS,ONION RINGS,BREADED&FRIED",1.59
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU",0.7
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BACON",1.71
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BROCCOLI",0.54
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&CHILI",0.57
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",0.62
FST FOODS,"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",0.49
FAST FOODS,"FAST FOODS,POTATO,MASHED",2.37
SIDE DISHES,"SIDE DISHES,POTATO SALAD",1.46
BURGER KING,"BURGER KING,VANILLA SHAKE",1.24
FAST FOODS,"FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT",4.76
PIZZA,"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",0.88
PIZZA,"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",1.32
PIZZA,"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",3.09
PIZZA,"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",2.07
McDONALD'S,"McDONALD'S,  Hamburger",3.78
FAST FOODS,"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",1.08
FAST FOODS,"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETUCE,TOMATO & MAYO",1.25
MCDONALD'S,"MCDONALD'S, FLT-O-FSH",4.83
MCDONALD'S,"MCDONALD'S, CHEESEBURGER",0.83
MCDONALD'S,"MCDONALD'S,QUARTER POUNDER",3.91
MCDONALD'S,"MCDONALD'S,QUARTER POUNDER W/ CHS",3.39
MCDONALD'S,"MCDONALD'S,BIG MAC",4.55
MCDONALD'S,"MCDONALD'S,FRENCH FR",2.37
WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,NO CHS",4.58
WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",4.35
WENDY'S,"WENDY'S,JR. HAMBURGER,WO/ CHS",4.11
WENDY'S,"WENDY'S,JR. HAMBURGER,W/ CHS",1.61
WENDY'S,"WENDY'S,CLASSIC DOUBLE,W/ CHS",4.4
WENDY'S,"WENDY'S,HOMESTYLE CHICK FILLET SNDWCH",1.28
WENDY'S,"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",4.6
WENDY'S,"WENDY'S,CHICK NUGGETS",3.01
WENDY'S,"WENDY'S,FRENCH FR",0.94
WENDY'S,"WENDY'S,FROSTY DAIRY DSSRT",1.81
BURGER KING,"BURGER KING, French Fries",2.83
BURGER KING,"BURGER KING, Hamburger",1.69
BURGER KING,"BURGER KING, CHSBRGR",2.7
BURGER KING,"BURGER KING, WHOPPER, no cheese",0.62
BURGER KING,"BURGER KING, WHOPPER, with cheese",3.24
Burger king,"Burger king, double whopper no cheese",3.38
BURGER KING,"BURGER KING, DOUBLE WHOPPPER, with cheese",4.03
BURGER KING,"BURGER KING, Chicken Tenders",4.56
BURGER KING,"BURGER KING,CHICK WHOPPER SNDWCH",2.6
BURGER KING,"BURGER KING,ORIGINAL CHICK SNDWCH",0.99
TACO BELL,"TACO BELL,ORIGINAL TACO W/ BF",1.58
TACO BELL,"TACO BELL,SOFT TACO W/ BF",3.77
TACO BELL,"TACO BELL,SOFT TACO W/ CHICK",2.33
TACO BELL,"TACO BELL,SOFT TACO W/ STEAK",1.53
TACO BELL,"TACO BELL,BEAN BURRITO",4.71
TACO BELL,"TACO BELL,BURRITO SUPREME W/ BF",0.93
TACO BELL,"TACO BELL,BURRITO SUPREME W/ CHICK",4.63
TACO BELL,"TACO BELL,BURRITO SUPREME W/ STEAK",0.65
TACO BELL,"TACO BELL,NACHOS",1.12
TACO BELL,"TACO BELL,NACHOS SUPREME",3.92
TACO BELL,"TACO BELL,TACO SALAD",2.79
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,REG CRUST",1.51
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THICK CRUST",1.49
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",0.73
"PIZZA HUT 12"" PEPPERONI PIZZA","PIZZA HUT 12"" PEPPERONI PIZZA,REG CRUST",3.18
"PIZZA HUT 12"" PEPPERONI PIZZA","PIZZA HUT 12"" PEPPERONI PIZZA,THICK CRUST",3.89
"PIZZA HUT 12"" SUPER SUPREME PIZZA","PIZZA HUT 12"" SUPER SUPREME PIZZA,REG CRUST",4.63
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",4.59
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",1.55
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",0.62
"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",1.78
"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",2.75
No Category,"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza",1.65
"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",2.88
"PAPA JOHN'S 14"" PEPPERONI PIZZA","PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",3.59
"PAPA JOHN'S 14"" THE WORKS PIZZA","PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",2.3
"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",4.36
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA","LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",2.34
"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA","LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",4.68
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA","LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",7.77
"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",3.69
"LITTLE CAESARS 14"" PEPPERONI PIZZA","LITTLE CAESARS 14"" PEPPERONI PIZZA,LRG DEEP DISH CRUST",3.98
"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",2.99
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,REG CRUST",2.97
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THICK CRUST",0.51
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",3.75
"PIZZA HUT 14"" PEPPERONI PIZZA","PIZZA HUT 14"" PEPPERONI PIZZA,REG CRUST",3.17
"PIZZA HUT 14"" PEPPERONI PIZZA","PIZZA HUT 14"" PEPPERONI PIZZA,THICK CRUST",0.64
"PIZZA HUT 14"" SUPER SUPREME PIZZA","PIZZA HUT 14"" SUPER SUPREME PIZZA,REG CRUST",3.68
FST FD,"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",3.62
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",2.2
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",4.58
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",1.4
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",3.21
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",4.78
Egg,"Egg, Cheese and Sausage Griddle Cake Sandwich",4.25
No Category,Sausage Griddle Cake Sandwich,4.18
Egg,"Egg, Cheese and Bacon Griddle Cake Sandwich",1.13
MCDONALD'S,"MCDONALD'S,CHICK SELECTS PREMIUM BREAST STRIPS",1.52
MCDONALD'S,"MCDONALD'S,CHICK MCNUGGETS",1.08
MCDONALD'S,"MCDONALD'S,BARBEQUE SAU",3.76
MCDONALD'S,"MCDONALD'S,CREAMY RANCH SAU",4.81
MCDONALD'S,"MCDONALD'S,HONEY",3.55
MCDONALD'S,"MCDONALD'S,HOT MUSTARD SAU",3.9
MCDONALD'S,"MCDONALD'S,SPICY BUFFALO SAU",4.36
MCDONALD'S,"MCDONALD'S,SWT 'N SOUR SAU",1.94
MCDONALD'S,"MCDONALD'S,TANGY HONEY MUSTARD SAU",0.87
MCDONALD'S,"MCDONALD'S,BISCUIT,REG SIZE",3.12
MCDONALD'S,"MCDONALD'S,DELUXE WARM CINN ROLL",2.74
MCDONALD'S,"MCDONALD'S,HASH BROWNS",1.36
MCDONALD'S,"MCDONALD'S,SCRMBLD EGGS",4.08
MCDONALD'S,"MCDONALD'S,HOTCAKES (PLAIN)",1.11
MCDONALD'S,"MCDONALD'S,WARM CINN ROLL",2.62
MCDONALD'S,"MCDONALD'S,SAUSAGE PATTY",0.98
MCDONALD'S,"MCDONALD'S,BKD APPL PIE",4.45
MCDONALD'S,"MCDONALD'S,MCDONALDLAND CHOC CHIP COOKIES",1.59
MCDONALD'S,"MCDONALD'S,MCDONALDLAND COOKIES",4.68
MCDONALD'S,"MCDONALD'S,BACON,EGG & CHS MCGRIDDLES",4.96
MCDONALD'S,"MCDONALD'S,SAUSAGE MCGRIDDLES",2.32
MCDONALD'S,"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",3.28
MCDONALD'S,"MCDONALD'S,VANILLA TRIPLE THICK SHAKE",4.7
MCDONALD'S,"MCDONALD'S,CHOC TRIPLE THICK SHAKE",4.54
MCDONALD'S,"MCDONALD'S,STRAWBERRY TRIPLE THICK SHAKE",2.48
MCDONALD'S,"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",1.84
MCDONALD'S,"MCDONALD'S,STRAWBERRY SUNDAE",1.95
MCDONALD'S,"MCDONALD'S,HOT CARAMEL SUNDAE",1.28
MCDONALD'S,"MCDONALD'S,HOT FUDGE SUNDAE",1.49
MCDONALD'S,"MCDONALD'S,PNUTS (FOR SUNDAES)",3.2
MCDONALD'S,"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",4.16
MCDONALD'S,"MCDONALD'S,MCFLURRY W/ OREO COOKIES",4.9
MCDONALD'S,"MCDONALD'S,SAUSAGE BURRITO",0.9
MCDONALD'S,"MCDONALD'S,BIG BRKFST",4.01
MCDONALD'S,"MCDONALD'S,APPL DIPPERS",3.62
MCDONALD'S,"MCDONALD'S,LOFAT CARAMEL SAU",4.16
MCDONALD'S,"MCDONALD'S,DOUBLE CHEESEBURGER",2.79
MCDONALD'S,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS",2.23
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",3.83
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",1.96
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",2.97
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",0.8
MCDONALD'S,"MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)",1.3
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY",3.31
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY (WITHOUT MAYONNAISE)",2.13
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS",3.75
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE)",0.85
MCDONALD'S,"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",1.93
MCDONALD'S,"MCDONALD'S,EGG MCMUFFIN",3.64
MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN",1.36
MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",4.2
MCDONALD'S,"MCDONALD'S,BACON EGG & CHS BISCUIT",3.76
MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT",3.54
MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",1.88
MCDONALD'S,"MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE",4.37
MCDONALD'S,"MCDONALD'S,HOTCAKES & SAUSAGE",1.25
MCDONALD'S,"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",1.4
MCDONALD'S,"MCDONALD'S,APPL DIPPERS W/ LOFAT CARAMEL SAU",2.16
MCDONALD'S,"MCDONALD'S,FRUIT & WALNUT SALAD",3.06
MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ GRILLED CHICK",1.29
MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ CRISPY CHICK",0.76
MCDONALD'S,"MCDONALD'S,CAESAR SALAD WO/ CHICK",2.75
MCDONALD'S,"MCDONALD'S,BACON RANCH SALAD W/ GRILLED CHICK",4.61
No Category,MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK,4.29
MCDONALD'S,"MCDONALD'S,BACON RANCH SALAD WO/ CHICK",3.09
MCDONALD'S,"MCDONALD'S,SIDE SALAD",3.46
MCDONALD'S,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT",3.86
MCDONALD'S,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)",1.2
MCDONALD'S,"MCDONALD'S,FILET-O-FISH (WITHOUT TARTAR SAUCE)",7.62
BURGER KING,"BURGER KING,CROISSAN'WICH W/ SAUSAGE,EGG & CHS",1.07
BURGER KING,"BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS",3.84
BURGER KING,"BURGER KING,CROISSAN'WICH W/ EGG & CHS",1.11
BURGER KING,"BURGER KING,FRENCH TOAST STKS",2.47
BURGER KING,"BURGER KING,HASH BROWN ROUNDS",4.59
FAST FOODS,"FAST FOODS,MINIATURE CINN ROLLS",4.85
FAST FOODS,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO",1.11
FT FDS,"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO",0.52
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT",2.41
FAST FOODS,"FAST FOODS,HMBURGR; SNG,REG PTTY; DBL BN W/ CNDMNT & SPL SAU",1.36
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT",4.81
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT",1.01
FAST FDS,"FAST FDS,CHSEBURGER;SINGLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",3.85
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",1.12
FAST FDS,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",2.44
FAST FOODS,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",0.95
FAST FOODS,"FAST FOODS,CHICK TENDERS",0.64
MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",2.16
MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",4.7
MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH",3.04
MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH",1.98
MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK RANCH BLT SNDWCH",2.73
MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH",0.51
MCDONALD'S,"MCDONALD'S,ENG MUFFIN",3.27
FAST FOODS,"FAST FOODS,BAGEL,W/ HAM,EGG,& CHS",2.05
FAST FOODS,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",4.89
FAST FOODS,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",2.51
LIGHT ICE CRM,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",3.87
LIGHT ICE CRM,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",3.81
POPEYES,"POPEYES,BATTER FRIES,ANALYZED PRIOR TO DECEMBER 2006",1.29
POPEYES,"POPEYES,BISCUIT,ANALYZED PRIOR TO NOVEMBER 2006",0.7
POPEYES,"POPEYES,COLESLAW",3.13
POPEYES,"POPEYES,MILD CHICK STRIPS,ANALYZED 2006",2.64
POPEYES,"POPEYES,SPICY CHICK STRIPS,ANALYZED 2006",4.78
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,BISCUIT,ANALYZED PRIOR TO JANUARY 2007",4.57
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,COLESLAW",3.99
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,CRISPY CHICK STRIPS,ANALYZED 2007",4.24
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,POPCORN CHICK,ANALYZED PRIOR 2007",3.63
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,POTATO WEDGES,ANALYZED PRIOR 2007",1.4
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,FRIED CHICK,ORIGINAL RECPE,SKN & BRDING",2.59
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT ONLY",7.13
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT ONLY",6.86
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT ONLY",2.68
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY",6.26
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,SKN & BRDING",2.82
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY",2.48
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY",7.07
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,EX CRISPY,THIGH,MEAT ONLY",6.89
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,EX CRISPY,WING,MEAT ONLY",5.55
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT & SKN",3.76
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT & SKN",5.95
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT & SKN",3.68
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN",7.16
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN",5.0
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SK",5.77
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN",3.35
KENTUCKY FRIED CHICK,"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,WING,MEAT & SKN",2.52
POPEYES,"POPEYES,FRIED CHICK,MILD,BREAST,MEAT ONLY,SKN",3.11
POPEYES,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY",4.5
POPEYES,"POPEYES,FRIED CHICK,MILD,SKN & BREADING",1.44
POPEYES,"POPEYES,FRIED CHICK,MILD,THIGH,MEAT ONLY",5.63
POPEYES,"POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN",4.92
POPEYES,"POPEYES,FRIED CHICK,SPICY,BREAST,MEAT ONLY",8.0
POPEYES,"POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT ONLY",5.78
POPEYES,"POPEYES,FRIED CHICK,SPICY,SKN & BREADING",4.12
POPEYES,"POPEYES,FRIED CHICK,SPICY,THIGH,MEAT ONLY,SKN & BREADING",5.84
POPEYES,"POPEYES,FRIED CHICK,SPICY,WING,MEAT ONLY",3.28
POPEYES,"POPEYES,FRIED CHICK,SPICY,BREAST,MEAT & SKN W/ BREADING",3.62
POPEYES,"POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT & SKN W/ BREADING",5.77
POPEYES,"POPEYES,FRIED CHICK,SPICY,THIGH,MEAT & SKN W/ BREADING",3.03
POPEYES,"POPEYES,FRIED CHICK,SPICY,WING,MEAT & SKN W/ BREADING",7.12
POPEYES,"POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",7.6
POPEYES,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING",3.53
POPEYES,"POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING",7.71
POPEYES,"POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING",4.11
MCDONALD'S,"MCDONALD'S,BISCUIT,LRG SIZE",2.9
KRAFT MACARONI & CHEESE DINNER ORIGINAL FLAVOR,"KRAFT MACARONI & CHEESE DINNER ORIGINAL FLAVOR,UNPREP",1.72
MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,"MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,FRZ,UNPREP",3.68
MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,"MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,FRZ,UNPREP",2.88
MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,"MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,FRZ,UNPREP",2.09
MORNINGSTAR FARMS GRILLERS VEGAN,"MORNINGSTAR FARMS GRILLERS VEGAN,FRZ,UNPREP",1.05
MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,"MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,FRZ,UNPREP",4.69
MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,"MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,FRZ,UNPREP",2.81
GREEN GIANT,"GREEN GIANT,HARVEST BURGER,ORIG FLAV,ALL VEG PROT PATTY,FRZ",4.33
LOMA LINDA BIG FRANKS,"LOMA LINDA BIG FRANKS,CND,UNPREP",4.45
MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,"MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,FRZ,UNPREP",4.87
NESTLE,"NESTLE,CHEF-MATE CHILI W/BNS,CND",1.9
NESTLE,"NESTLE,CHEF-MATE CHILI WO/BNS,CND",4.54
NESTLE,"NESTLE,CHEF-MATE CORNED BF HASH,CND",4.6
Macaroni and Cheese,"Macaroni and Cheese, canned entree",1.83
JIMMY DEAN,"JIMMY DEAN,SAUSAGE BISCUITS,BRKFST SNDWCH,FRZ",4.93
SPAGHETTI W/ MEAT SAU,"SPAGHETTI W/ MEAT SAU,FRZ ENTREE",6.98
HEALTHY CHOIC BF MACARONI,"HEALTHY CHOIC BF MACARONI,FRZ ENTREE",3.03
NALLEY CHILI CON CARNE W/BNS,"NALLEY CHILI CON CARNE W/BNS,CND ENTREE",4.52
OLD EL PASO CHILI W/BNS,"OLD EL PASO CHILI W/BNS,CND ENTREE",4.57
CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,"CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,CND ENTREE",2.37
CHEF BOYARDEE BEEFARONI,"CHEF BOYARDEE BEEFARONI,MACARONI W/BEEF IN TOMATO SAU,CND",0.56
CHEF BOYARDEE MINI RAVIOLI,"CHEF BOYARDEE MINI RAVIOLI,BF RAVIOLI TOMATO, MEAT SAU,CND",7.83
CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,"CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,CND ENTREE",7.6
PASTA W/SLICED FRANKS IN TOMATO SAU,"PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE",2.45
BANQUET CHICK POT PIE,"BANQUET CHICK POT PIE,FRZ ENTREE'",3.16
MARIE CALLENDER'S CHICK POT PIE,"MARIE CALLENDER'S CHICK POT PIE,FRZ ENTREE",4.7
STOUFFER'S CHICK PIE,"STOUFFER'S CHICK PIE,FRZ ENTREE",3.73
TURKEY POT PIE,"TURKEY POT PIE,FRZ ENTREE",1.61
BEEF POT PIE,"BEEF POT PIE,FRZ ENTREE,PREP",3.09
HOT POCKETS,"HOT POCKETS,BF&CHEDDAR STUFFED SNDWCH,FRZ",3.49
HOT POCKETS,"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ",3.58
HOT POCKETS HAM 'N CHS STUFFED SNDWCH,"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ",1.56
RED BARON PREMIUM POCKETS,"RED BARON PREMIUM POCKETS,ORIGINAL HAM&CHS,FRZ",3.0
STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,"STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,FRZ ENTREE",0.25
STOUFFER'S LASAGNA W/ MEAT & SAU,"STOUFFER'S LASAGNA W/ MEAT & SAU,FRZ ENTREE",6.58
